cycle,avg,error,childs
0,626.4705696100884,0,2
1,640.8579993645333,28.774859508889676,3
2,640.8579993645332,14.387429754444724,3
3,640.8579993645332,7.193714877222419,3
4,640.8579993645332,3.5968574386112095,3
5,640.8579993645332,1.7984287193056616,3
6,692.6983069055909,208.26044452388385,4
7,692.6983069055909,105.47904380142108,4
8,692.6983069055909,104.80463303168153,4
9,692.6983069055909,52.40231651584065,4
10,692.6983069055909,52.40231651584065,4
11,692.6983069055909,52.40231651584065,4
12,692.6983069055909,52.40231651584065,4
13,692.6983069055909,39.13313469444563,4
14,692.6983069055909,39.133134694445516,4
15,692.6983069055909,39.133134694445516,4
16,692.6983069055909,39.133134694445516,4
17,692.6983069055909,39.133134694445516,4
18,692.6983069055909,19.566567347222758,4
19,692.6983069055909,19.566567347222758,4
20,692.6983069055909,19.566567347222872,4
21,692.6983069055909,14.674925510416983,4
22,692.6983069055909,14.67492551041687,4
23,692.6983069055909,7.337462755208435,4
24,692.6983069055909,7.337462755208435,4
25,692.6983069055909,7.337462755208435,4
26,692.6983069055909,7.337462755208435,4
27,692.6983069055909,3.6687313776042174,4
28,692.6983069055909,3.6687313776042174,5
29,692.6983069055909,3.6687313776041037,5
30,692.6983069055909,2.751548533203163,6
31,650.9831205645136,249.37393520206274,6
32,650.9831205645136,164.1091968311058,6
33,630.1539432040572,269.3731463788067,6
34,630.1539432040572,247.42590627293123,6
35,630.1539432040573,247.42590627293134,6
36,630.1539432040573,183.03351623739218,6
37,630.1539432040573,153.37323468692898,6
38,630.1539432040573,150.39711880129335,6
39,630.1539432040572,150.39711880129335,6
40,630.1539432040573,107.39475441841626,6
41,630.1539432040573,107.39475441841626,6
42,630.1539432040573,107.39475441841637,6
43,630.1539432040573,107.39475441841626,6
44,630.1539432040573,80.5460658138121,6
45,630.1539432040573,67.20398298139833,6
46,630.1539432040572,67.2039829813981,6
47,630.1539432040573,60.4712454627753,6
48,630.1539432040573,53.73850794415216,6
49,630.1539432040573,53.73850794415216,6
50,630.1539432040573,53.69737720920807,6
51,630.1539432040573,53.69737720920796,6
52,630.1539432040573,53.69737720920796,6
53,630.1539432040573,53.69737720920796,6
54,630.1539432040573,53.69737720920796,6
55,630.1539432040573,41.31602579592186,6
56,630.1539432040573,41.31602579592186,6
57,630.1539432040573,31.14963789053536,6
58,630.1539432040572,25.90382539424843,6
59,630.1539432040573,25.9038253942482,6
60,630.1539432040573,20.65801289796093,6
61,630.1539432040573,20.658012897960816,6
62,630.1539432040573,20.658012897960816,6
63,630.1539432040573,12.214876863291238,6
64,630.1539432040573,12.214876863291238,6
65,630.1539432040573,10.616215094099857,6
66,630.1539432040572,10.041797803860845,6
67,630.1539432040573,10.041797803861073,6
68,630.1539432040573,7.531348352895748,6
69,630.1539432040572,5.276960021668856,6
70,630.1539432040573,2.5104494509650976,6
71,607.9780788001846,220.15998226953627,7
72,607.9780788001844,175.70833710121667,7
73,607.9780788001844,175.70833710121667,7
74,607.9780788001844,131.0006308131583,7
75,607.9780788001846,98.31448838980339,7
76,607.9780788001846,98.31448838980339,7
77,607.9780788001844,93.73691992309068,7
78,607.9780788001844,60.92274693986667,7
79,607.9780788001844,60.922746939866784,7
80,607.9780788001846,55.104010847318705,7
81,607.9780788001846,50.986235404432136,7
82,607.9780788001846,25.72301421412908,7
83,607.9780788001846,25.723014214129194,7
84,607.9780788001846,16.636983003525074,7
85,607.9780788001846,15.893637171973069,7
86,607.9780788001844,12.11816127551242,7
87,607.9780788001846,11.374815443960301,7
88,607.9780788001846,10.97376915883433,7
89,607.9780788001846,10.572722873708472,7
90,607.9780788001846,10.572722873708358,7
91,607.9780788001844,10.572722873707903,7
92,607.9780788001844,10.57272287370779,7
93,607.9780788001844,10.572722873707903,7
94,607.9780788001844,10.572722873707903,7
95,607.9780788001846,8.996176674629737,7
96,607.9780788001846,6.780200690434299,7
97,607.9780788001846,6.7802006904344125,8
98,607.9780788001846,5.509388553369035,9
99,607.9780788001846,4.735008493432929,10
100,607.9780788001846,4.1810583928548795,11
101,607.9780788001846,3.040002216295079,11
102,607.9780788001846,3.040002216295079,12
103,542.4520059212647,785.3592789779811,12
104,533.5718855097675,749.8387973319923,12
105,533.5718855097675,600.0728151821004,12
106,484.9784861830158,1183.193607103121,12
107,476.13383735909696,1099.3458949505114,12
108,476.13383735909696,1099.3458949505114,12
109,476.133837359097,980.5381631116404,12
110,476.133837359097,909.920377848748,12
111,476.133837359097,909.9203778487479,12
112,476.133837359097,875.5946499499264,12
113,476.133837359097,804.9768646870341,12
114,476.1338373590971,784.089366778529,12
115,476.1338373590971,763.2018688700241,12
116,476.1338373590971,763.2018688700241,12
117,476.1338373590971,763.2018688700241,12
118,476.1338373590971,763.2018688700241,12
119,476.1338373590971,763.2018688700241,12
120,476.133837359097,676.6343684817638,12
121,476.133837359097,623.5867265773674,12
122,476.133837359097,623.5867265773674,12
123,476.133837359097,554.8806303990739,12
124,476.133837359097,355.4987312068625,12
125,476.133837359097,286.79263502856895,12
126,476.133837359097,286.41186185554807,12
127,476.133837359097,277.82108837255777,12
128,476.13383735909696,277.82108837255805,12
129,476.13383735909696,249.33843267827058,12
130,476.133837359097,237.6956610224193,12
131,476.133837359097,229.104887539429,12
132,476.13383735909696,229.10488753942911,12
133,476.13383735909684,197.22857074473626,12
134,476.13383735909684,181.7423533638992,12
135,476.13383735909696,170.0995817080481,12
136,476.13383735909684,141.61692601375995,12
137,476.13383735909684,141.6169260137599,12
138,476.13383735909684,141.61692601375995,12
139,476.13383735909684,141.61692601375995,12
140,476.13383735909696,139.70541428902487,12
141,476.13383735909696,120.19591585607196,12
142,476.13383735909696,120.19591585607196,12
143,476.13383735909696,87.89002801686883,12
144,476.13383735909696,81.10267518881835,12
145,476.13383735909696,80.49111861959307,12
146,476.133837359097,80.49111861959335,12
147,476.133837359097,79.87956205036812,12
148,476.133837359097,79.87956205036812,12
149,476.133837359097,79.87956205036812,12
150,476.133837359097,79.87956205036812,12
151,476.133837359097,79.87956205036818,12
152,476.133837359097,72.61385089474311,12
153,476.133837359097,66.50884240378053,12
154,476.1338373590971,66.50884240378065,12
155,476.1338373590972,58.55405771341515,12
156,476.1338373590971,50.599273023048795,12
157,476.133837359097,48.35807589788487,12
158,476.133837359097,45.211106449118006,12
159,476.133837359097,45.21110644911795,12
160,476.133837359097,32.77392750842478,12
161,476.133837359097,32.77392750842478,12
162,476.133837359097,29.626958059657966,12
163,476.133837359097,29.626958059657966,12
164,476.133837359097,29.626958059657966,12
165,476.13383735909696,29.626958059657625,12
166,476.133837359097,29.626958059658023,12
167,476.133837359097,29.626958059658023,12
168,476.133837359097,29.626958059658023,12
169,476.133837359097,26.880666599318772,12
170,476.133837359097,25.197808350573666,12
171,476.133837359097,25.19780835057361,12
172,476.13383735909684,25.197808350573325,12
173,476.133837359097,22.303386069394662,12
174,476.133837359097,22.30338606939472,12
175,476.133837359097,22.30338606939472,12
176,476.133837359097,20.457792811926765,12
177,476.133837359097,20.45779281192671,12
178,476.13383735909696,20.457792811926595,12
179,476.133837359097,18.012727587331938,12
180,476.133837359097,18.012727587331938,12
181,476.133837359097,18.012727587331938,12
182,476.133837359097,18.012727587331938,12
183,476.133837359097,15.90703026710031,12
184,476.133837359097,14.468206639707262,12
185,476.13383735909696,11.479919062130136,12
186,476.13383735909696,11.479919062130136,12
187,476.13383735909696,11.146482215710876,13
188,476.13383735909696,7.6208424200575,13
189,463.5434483574622,279.4336232605586,14
190,463.5434483574622,279.4336232605586,14
191,463.5434483574622,279.4336232605586,14
192,463.5434483574622,253.2862295935327,14
193,463.5434483574623,229.89351946090522,14
194,463.5434483574621,203.27391783024325,14
195,463.5434483574623,203.27391783024268,14
196,463.5434483574623,203.27391783024262,14
197,463.5434483574623,177.9976509942552,14
198,463.5434483574623,152.0880206013037,14
199,463.54344835746235,152.08802060130375,14
200,467.6405929648563,144.46904690840518,14
201,467.6405929648563,126.48356208747703,14
202,467.6405929648563,126.48356208747708,14
203,467.64059296485624,126.48356208747714,14
204,467.64059296485624,126.48356208747714,14
205,467.64059296485624,126.48356208747714,14
206,467.64059296485624,109.76574940803386,14
207,467.64059296485624,109.76574940803386,14
208,467.64059296485624,91.7964547714509,14
209,467.64059296485624,91.7964547714509,14
210,467.6405929648562,78.14332327263548,14
211,467.64059296485624,78.1433232726356,14
212,467.64059296485624,74.51947272542236,14
213,467.64059296485624,72.81451344298097,14
214,467.64059296485624,72.81451344298097,14
215,467.64059296485624,72.81451344298097,14
216,467.6405929648563,65.64179139829639,14
217,467.64059296485624,62.220461448258106,14
218,467.6405929648563,58.79913149821999,14
219,467.64059296485635,46.56933177148812,14
220,467.6405929648563,46.569331771488294,14
221,467.64059296485635,46.56933177148818,14
222,467.64059296485635,42.85832109972125,14
223,467.64059296485635,38.06364749313741,14
224,467.6405929648563,35.074039667624845,14
225,467.6405929648563,31.125042162915122,14
226,467.6405929648563,27.41403149114808,14
227,467.6405929648563,24.786683754198123,14
228,467.6405929648563,24.66769033772681,14
229,467.64059296485635,24.667690337726754,14
230,467.6405929648563,24.667690337726754,14
231,467.6405929648563,24.66769033772681,14
232,467.6405929648563,22.65767124407057,14
233,467.6405929648563,22.657671244070627,14
234,467.6405929648563,21.86468831108573,14
235,467.6405929648563,21.86468831108573,14
236,467.6405929648563,19.30765642730671,14
237,467.6405929648563,19.30765642730671,14
238,467.6405929648563,19.1886630108354,14
239,467.6405929648563,19.1886630108354,14
240,467.6405929648563,19.1886630108354,14
241,467.6405929648563,19.1886630108354,14
242,467.6405929648563,19.1886630108354,14
243,467.64059296485635,19.1886630108354,14
244,467.64059296485635,16.13310422477457,14
245,467.64059296485624,16.133104224774286,14
246,467.64059296485624,14.629951692746829,14
247,467.64059296485624,12.191130391029333,14
248,467.64059296485624,12.191130391029333,14
249,467.64059296485624,12.191130391029333,15
250,453.9074748764512,355.31111262199323,16
251,453.9074748764512,355.3111126219932,16
252,453.9074748764512,330.2836977469006,16
253,453.9074748764512,330.2836977469006,16
254,453.9074748764512,330.28369774690054,16
255,453.9074748764512,304.4722981622789,16
256,453.9074748764512,279.2209625956138,16
257,453.90747487645115,279.22096259561437,16
258,453.90747487645115,279.22096259561437,16
259,453.90747487645115,265.2045427031847,16
260,453.90747487645115,251.1881228107551,16
261,453.90747487645115,226.27891851772387,16
262,453.9074748764512,226.2789185177237,16
263,453.9074748764512,226.2789185177237,16
264,453.90747487645115,226.2789185177238,16
265,453.9074748764512,199.36886888789292,16
266,453.90747487645115,195.87310662359488,16
267,453.90747487645115,169.38531313973215,16
268,453.9074748764512,144.47217452268745,16
269,453.9074748764512,116.01699256456124,16
270,453.9074748764512,115.12625131351513,16
271,462.3006604246142,238.07681146612236,16
272,462.3006604246142,235.88837819132442,16
273,462.3006604246142,205.31978674145836,16
